Heading,Summary,Link,PostedBy,PostedOnDate
Govt to explore prospect of having medical college in Jawhar,Maharashtra Medical Education Minister Girish Mahajan has said the government will explore the possibility of setting up a medical college in tribal- dominated Jawhar taluka of Palghar. ,http://www.financialexpress.com/jobs/govt-to-explore-prospect-of-having-medical-college-in-jawhar/433502/,PTI ," October 29, 2016 1:29 PM"
UPSC CDS Combined Defence Services exam 2016 final results declared,UPSC CDS Combined Defence Services exam 2016: The Union Public Service Commission (UPSC) has declared the final results of the Combined Defence Services Examination (I) 2016 and has selected a total of 126 candidates out of the recruitment exam. ,http://www.financialexpress.com/jobs/upsc-cds-combined-defence-services-exam-2016-final-results-declared-httpwww-upsc-gov-in/441280/,FE Online ," November 8, 2016 7:15 PM"
"In a first, govt-run mobile app to tell you about appointments","Besides these, over 4,900 IAS officers working across the country will be able to access details of their Annual Performance Appraisal Reports (APAR), Immovable Property Returns (IPR), postings, domestic and foreign training, among others, at their finger tip.",http://www.financialexpress.com/jobs/in-a-first-govt-run-mobile-app-to-tell-you-about-appointments/433060/,PTI ," October 28, 2016 8:40 PM"
Union Public Service Commission won’t issue paper admit cards for civil services main exam,"No paper admit cards will be issued for this year’s civil services main examination, scheduled to begin early next month, the Union Public Service Commission (UPSC) has said.",http://www.financialexpress.com/jobs/union-public-service-commission-wont-issue-paper-admit-cards-for-civil-services-main-exam/444682/,PTI ," November 13, 2016 11:15 AM"
School environment key to retaining effective teachers,"Schools led by principals who promote professional development for teachers and set high expectations for academic achievement among students are more likely to retain its effective teaching staff, a new study has found.",http://www.financialexpress.com/jobs/school-environment-key-to-retaining-effective-teachers/434575/,PTI ," October 31, 2016 1:27 PM"
Building a culture around agility,"To build an organisation right, the foundations have to be right and the culture has to reflect what we stand for as an organisation",http://www.financialexpress.com/jobs/building-a-culture-around-agility/434167/,NA,"October 31, 2016 6:30 AM"
"UPSC Civil Services Main exam 2016: Commission releases Admit card, download now",Civil Services aspirants should accelerate their preparations as Union Public Service Commission (UPSC) has released the admit cards for Civil Services 2016 main exam. Candidates can download the admit card from Commission’s official website http://www.upsc.gov.in/. The exam will be held on December 3.,http://www.financialexpress.com/jobs/upsc-civil-services-main-exam-2016-commission-releases-admit-card-download-now/443399/,FE Online ," November 11, 2016 5:46 AM"
"TSPSC Group 2 Exam 2016: Download hall ticket, here’s how",TSPSC Group 2 Exam 2016: The candidates can download hall tickets from the official website – tspsc.gov.in.,http://www.financialexpress.com/jobs/tspsc-group-2-exam-2016-download-hall-ticket-heres-how/438262/,FE Online ," November 4, 2016 2:55 PM"
LinkedIn inks MoU with government to create more jobs for students,Leading global professional network LinkedIn today said it has signed an agreement with the human resource development ministry to create more job opportunities for Indian students.,http://www.financialexpress.com/jobs/linkedin-inks-mou-with-govt-to-create-more-jobs-for-students/436666/,PTI ," November 2, 2016 5:02 PM"
Plucky UP girl’s rags to (relative) riches IIT Roorkee success story,"Shivangi, a simple girl from Deha village about 60 kms from Kanpur is the great example that we are talking about.",http://www.financialexpress.com/jobs/plucky-up-girl-goes-from-obscurity-to-iit-graduate-star-status-super-30-anand-kumar/438542/,FE Online ," November 4, 2016 11:55 PM"
Harvard raises $1.2 billion but slow returns crimp budget,Harvard said it’s dependent on the endowment to subsidize its budget so it must slow spending when investment returns trail as they have in recent years.,http://www.financialexpress.com/jobs/harvard-raises-1-2-billion-but-slow-returns-crimp-budget/436018/,Reuters ," November 2, 2016 12:42 AM"
SAP India unveils programme to bring women back to workforce,Enterprise software maker SAP today launched an initiative called ‘Back-to-Work’ to provide women professionals opportunity to re-enter the workforce after a career break.,http://www.financialexpress.com/jobs/sap-india-unveils-programme-to-bring-women-back-to-workforce/438365/,PTI ," November 4, 2016 4:09 PM"
Planning to study abroad? Visa and Work permit issues that you should know,"The most important aspect of any education is the employability. Though this issue is relatively easy if you are a resident or a citizen of the country, not so much when you are studying in a foreign country.",http://www.financialexpress.com/jobs/planning-to-study-abroad-visa-and-work-permit-issues-that-you-should-know/433677/,NA,"November 2, 2016 1:21 PM"
IIM-Ahemdabad students to impart education to underprivileged kids,"The Indian Institute of Management, Ahmedabad (IIM-A) today inaugurated its community outreach project ‘SMILE Centre’ wherein students and faculty members of the premiere institute would impart formal as well as informal education to children of underprivileged families.",http://www.financialexpress.com/jobs/iim-ahemdabad-students-to-impart-education-to-underprivileged-kids/432144/,PTI ," October 27, 2016 5:33 PM"
Laxmikant Parsekar asks teachers to speak in favour of educational projects,"After facing opposition for IIT campus at Loliem village in South Goa, state Chief Minister Laxmikant Parsekar has now appealed the teachers to speak out in favour of such educational projects.",http://www.financialexpress.com/jobs/laxmikant-parsekar-asks-teachers-to-speak-in-favour-of-educational-projects/436682/,PTI ," November 2, 2016 5:18 PM"
"Incentivise job-intensive industries, says Mohandas Pai","Amid reports that job creation in India remains inadequate, technology investor T V Mohandas Pai has suggested that the country must incentivise job-intensive industries to boost opportunities.",http://www.financialexpress.com/jobs/incentivise-job-intensive-industries-says-mohandas-pai/432085/,PTI ," October 27, 2016 4:58 PM"
Supreme Court to hear PIL for making ‘Yoga’ compulsory for students,The Supreme Court would next week hear a plea seeking framing of a ‘National Yoga Policy’ and making ‘Yoga’ compulsory for students of Class I-VIII across the country. ,http://www.financialexpress.com/jobs/supreme-court-to-hear-pil-for-making-yoga-compulsory-for-students/434928/,PTI ," October 31, 2016 6:57 PM"
TNPSC group 4 exam: Answer key now available on official website tnpsc.gov.in,"TNPSC group 4 exam: Soon after the written examination that was conducted on November 6 in various cities in the state, Tamil Nadu Public Service Commission has recently released the Group 4 recruitment examination’s answer key on its official website. Currently the answer keys that are available on the website are tentative and the Commission will soon release the official one.",http://www.financialexpress.com/jobs/tnpsc-group-4-exam/444063/,FE Online ," November 11, 2016 11:14 PM"
"NEET PG 2017: Registration date extended to November 7, 2016","The board will be conducting NEET 2017 between December 5 and 13. The examination will be held for the Post Graduate course while for dental courses, the examination will be held from November 30 to December 3 in 86 centres across 41 cities. ",http://www.financialexpress.com/jobs/neet-pg-2017-registration-date-extended-to-november-7-2016/434645/,FE Online ," October 31, 2016 3:14 PM"
Oprah Winfrey to release cookbook,"Talk show queen Oprah Winfrey is releasing a cookbook, titled “Food, Health, and Happiness: 115 On-Point Recipes for Great Meals and a Better Life”.",http://www.financialexpress.com/jobs/oprah-winfrey-to-release-cookbook/433287/,IANS ," October 29, 2016 5:55 AM"
Wow! 3 SRCC graduates bag whopping Rs 29 lakh placement offers from Parthenon-EY,"Signalling a revival of fresh hiring in India, three graduates of Shri Ram College of Commerce (SRCC) have bagged Rs 29 lakh in annual compensation up from the peak of Rs 17 lakh last year.",http://www.financialexpress.com/jobs/srcc-graduates-bag-whopping-rs-29-lakh-placement-offers-from-parthenon-ey-srcc-jobs-srcc-latest-news/440788/,FE Online ," November 8, 2016 11:07 AM"
TNPSC group IV hall ticket 2016: Here’s how to download admit card; important details about exam,"The notification for this post were released in August to shortlist eligible candidates to fill 5,451 vacant posts. ",http://www.financialexpress.com/jobs/tnpsc-group-iv-hall-ticket-2016-admit-card-out-check-how-to-download/432121/,FE Online ," October 27, 2016 6:11 PM"
Indian university withdraws from plan to buy 2 US campuses,"But Education Management Corp. officials said Tuesday that Amity has withdrawn from the proposed sale. Anne Dean, a spokeswoman for the corporation, would not say why the deal fell through.",http://www.financialexpress.com/jobs/indian-university-withdraws-from-plan-to-buy-2-us-campuses/436052/,Associated Press ," November 2, 2016 3:17 AM"
IIM Calcutta to incubate 100 start-ups by 2020,"IIM Calcutta Innovation Park has chalked out plans to incubate 100 start-ups by 2020, of which 40 would be funded by the Department of Science and Technology (DST) and DFID.",http://www.financialexpress.com/jobs/iim-calcutta-to-incubate-100-start-ups-by-2020/424391/,PTI ," October 19, 2016 8:28 PM"
Education can bring sustainable transformation: Prakash Javadekar,"Union HRD Minister Prakash Javadekar today said the answer to country’s sustainable transformation lies in its education system, as he underscored how India was once prosperous in the past due to universities like Nalanda, Takshila and Vikramshila.",http://www.financialexpress.com/jobs/education-can-bring-sustainable-transformation-prakash-javadekar/422867/,PTI ," October 18, 2016 4:18 PM"
